情感值,Likert量值,句平均情感值,Likert量值,内容
4.8,0,4.8,0,不刺激，应该可以
6,1,6,1,用了几多天感觉还好
9,1,9,1,感觉不错吧
12.4,1,12.4,1,很好，身上不会无缘无故痒了~
5,0,5,0,味道好大，用后直接又用沐浴露再来一次?
3,0,3,0,味道我有点不适应，效果比较明显。
14,1,14,1,收到，速度挺快，快递小哥给力……
35.04,3,11.68,1,很好的东西！用后很舒服，香气也很自然！赞
16,2,16,2,淡淡的药草味道 还没用  希望有效果
6,1,6,1,好
8.4,1,8.4,1,很好
-4,0,-4,0,刚收到，还不知道效果怎样
9,1,9,1,非常好
-4.2,0,-4.2,0,还可以，就是洗了皮肤会很干燥。
17.4,2,17.4,2,很好，不错的，下次还来买
9,1,9,1,不错
34.76,3,34.76,3,效果不错很喜欢谢谢！
10.08,1,10.08,1,真的很好
-5,0,-2.5,0,味道很重，还可以吧……就是快递公司非常差
-0.1,0,-0.05,0,东西不错，还有小礼品。就是物流太烂
6,1,6,1,好
4.4,0,4.4,0,朋友说好用！
9,1,9,1,还不错
0,0,0,0,2016/3/14
8.4,1,8.4,1,很好
6,1,6,1,挺好的
-15,-1,-15,-1,浓浓一股参味 还是啥 但是用在身上味道就不明显了 快递慢的要死 EMS是树懒开的吗
16.5,2,16.5,2,控油效果非常非常的好
0,0,0,0,在用了，看看能否去背上的痘痘。
-3,0,-3,0,还可以就是有点贵
3,0,3,0,有很重的味道，效果还可以
14,1,14,1,使用中，期待效果，呵呵。
5.4,1,5.4,1,很好也很划算，还没来的及用，中药味个浓，七十多买了三块还送了皂架，以后不要发邮政了，盒子都压成稀巴烂了，多亏送我袋子才没漏出来。
19,2,19,2,有股淡淡的香味，还不错
50.4,3,50.4,3,很好很好很好很好很好很好很
4,0,4,0,蛮好用的
27.4,3,27.4,3,包装精美，很好，优惠还会买。
-4,0,-4,0,刚开始用，不知道效果怎么样
18,2,18,2,非常完美。。。。。。。
8,1,8,1,总体来说还可以 就是价格实惠
0,0,0,0,已经收到还没用了，用后评价
9.2,1,4.6,0,快递真的是太 太 太快了 ...14 下的单 21到货 以后谁再发ESM直接拒收
-5,0,-5,0,好不好用不知道     闻着有点不适应一股土味～～说不清的味道
6,1,6,1,还行
9,1,9,1,中药味很浓，感觉不错
0,0,0,0,收到了，就是物流太慢
18.2,2,18.2,2,物流很快，用起来很不错
0,0,0,0,还可以吧，还没用，，，，，，，，，，
-5.16,-1,-5.16,-1,貌似没什么效果，就是一股古怪的味道，
12,1,12,1,用过才来评论的，真心感觉可以……
0,0,0,0,噢噢噢噢噢噢噢噢噢噢噢噢噢噢噢
4,0,4,0,好用
6,1,6,1,好
18.24,2,18.24,2,还不错的肥皂，很好！
-2.4,0,-2.4,0,刚开始用，没见啥效果
5.6,1,5.6,1,很好用，赞赞?………………
8.4,1,8.4,1,质量杠杠的很好么
0,0,0,0,2016/3/14
13,1,13,1,东西不错，药味很浓，就不知道效果怎么样了，期待中
19,2,19,2,不错，效果有待验证，不过洗了一身轻松
9.9,1,9.9,1,还没有用，看包装不错！
14.4,1,14.4,1,抱着试试的心态，货物收到了，简直是太赞了
63,3,63,3,很好很好很好不错不错不错
5,0,5,0,和描述的一样，但是味道好大
22,2,22,2,有效果，比涂药膏要好，坚持用一段时间看看。
0,0,0,0,6666666666
23.7,2,5.92,1,以前面部发痒，特地买了两块季德胜。昨天和今天各用了次，有效！准备坚持下去。只要有效，以后还会买！
9,1,9,1,一直有用，不错的。
0,0,0,0,！！！！！！！！
3.4,0,3.4,0,感觉一般，说不上多好，但也不差
-0.2,0,-0.2,0,用着气味不好，其他的还行！
4.8,0,4.8,0,很好，就是味道有点怪，一股草药味
-4,0,-4,0,还没用 味道很大  不知道效果如何
0,0,0,0,刚用，试试看
14,1,14,1,现在用这个  希望有效
37.4,3,37.4,3,不错不错，值得购买，效果很好
9,1,9,1,包装不错，还没用，有一股药味，用EMSE太慢了.
14,1,7,1,给老公买的，希望用的有效果。有股很浓的中药味道。
15,1,15,1,还不错用着还行
9,1,9,1,东西不错买多次了，就是价格高啦了。
9,1,9,1,不错
2.6,0,2.6,0,收到了，看起来不错，但是我不喜欢那中药的味道
9,1,9,1,用了两天，感觉不错
-3,0,-3,0,物流真慢，星期一下单，星期六才送到，周六休息，不在公司，只能硬着头皮叫快递放在公司门口，知道门口小偷多，但也没办法，快递太慢了，我以为周一买，至少周五前能到的，所以才寄到公司的，哎
0,0,0,0,不怎样
3.52,0,3.52,0,还没用不知道好不好
4.4,0,4.4,0,好用！！！！！
4,0,4,0,店主给了4块，是植物的，挺好用以后就用这个了
-2.4,0,-2.4,0,给老公买的说是有点干洗完还没看到效果
7,1,7,1,价格便宜量又足
6,1,6,1,挺好的，就是味道有点重
0,0,0,0,还没使用
2.64,0,2.64,0,闻着有药草的味道，还没使用效果尚不明确！
15,1,15,1,包装非常精美，应该会有疗效！
6,1,6,1,非常好用
27,3,27,3,好，非常好，希望能够耐用一点
-6,-1,-6,-1,用了皮肤好粗糙不是很满意
16,2,16,2,使用有效果，不错的样子。
12,1,4,0,洗澡的时候，用了一次，味道挺大的，但是不难闻。因为我本身学的中药，所以对此还有一定的了解。希望多用几次能去除我背后的那些小红点。
0,0,0,0,?????????????????????
9,1,9,1,不错
13.4,1,13.4,1,服务好，还买用，不知道可不可以，还不错
4,0,4,0,还好用
20,2,20,2,看上去不错，期待效果
0,0,0,0,有草药的味道
0,0,0,0,。
6,1,6,1,好，，，，，，，，，，，，
0,0,0,0,2016/3/14
18,2,18,2,好好好
8,1,8,1,就是一块香皂而已
14.8,1,14.8,1,感觉很好，冲完凉身体很清爽。
21,2,21,2,很好，用过很舒适
8.4,1,8.4,1,很好999999999999999
-2.4,0,-2.4,0,没有什么效果
6,1,6,1,帮朋友买的，用后再来评价
18,2,18,2,效果不错，挺好
-3,0,-3,0,味道挺大的，效果不明，使用两次了
-4,0,-4,0,特意用了才来评价，背上红点少很多了
11,1,11,1,还没用呢，期待效果
18.8,2,18.8,2,一次不错的购物之旅，很满意的
13.7,1,6.85,1,好…儿孑洗一次就有效果！
-3,0,-3,0,一般
0,0,0,0,2016/2/23
14,1,14,1,回合肥电饭锅好久哦几个尴尬GVv方法合计呢哈哈哈哈刚刚
15,1,15,1,还没有用，看起来还不错，好的话追平，还要买
8.4,1,8.4,1,很好，下次还买
12,1,12,1,效果不错
18,2,18,2,还不错，此商品还不错哦
1.76,0,1.76,0,不知道有用吗？
15,1,15,1,植物除螨√健康祛痘√止痒灭螨√男女通用 季德胜香皂百部提取除螨手工皂固体沐浴露 100g
27.7,3,27.7,3,东西不错，老字号中药企业品质值得信赖！
0,0,0,0,刚刚收到货还没空用
16,2,16,2,拿到啦，还没用，希望效果好
0,0,0,0,物有所值
6,1,6,1,挺好的
0,0,0,0,还可以
-7,-1,-7,-1,商品不错，只是本来是三块的，收到只有两块，包装看出破了又重新包裹了下，也懒得投诉了
9,1,9,1,还没有用，不过看着还不错
6,1,6,1,好
6.6,1,6.6,1,还行！！！！！！！！！
1,0,0.33,0,中药味道确实…希望会好用…这皂真的贵
8.4,1,8.4,1,味道很好，秒杀的，39元！
33,3,16.5,2,宝贝到手了，包装很精美。用了几次，感觉还可以，期待它的长期效果。
10,1,10,1,跟舒服佳差不多，就是小了点。
8,1,4,0,老婆喜欢。。。 。。。。。
32.2,3,32.2,3,用了10天洗脸洗得很干净，有股淡淡的香味，关键能去螨去痘，对皮肤很好
6,1,6,1,好
-10.4,-1,-10.4,-1,没有图片看着这么大，颜色很浅，用了也没觉得特别有效
4,0,4,0,还没用，不知道效果怎么样，后续追评，期待中
0,0,0,0,还可以没啥感觉
23.1,2,23.1,2,真心的不错！
6,1,6,1,挺好的
-3,0,-3,0,老字号
16.08,2,16.08,2,好，真的很好
-1.6,0,-1.6,0,还没用，具体不知道怎么样呢
0,0,0,0,！！！！！！！
-7.7,-1,-7.7,-1,东西还不错?
0,0,0,0,还没用呢。
-7,-1,-2.33,0,我买了我后悔了…物流像?一样
9,1,9,1,还没使用，包装不错
6,1,6,1,用了两次没什么感觉，也还一般了，，后面效果好的话来追加评价
6,1,6,1,刚收到还没用，看着挺好
-2.4,0,-2.4,0,在用，还没看出效果
9,1,9,1,特别贵的一款香皂，不知道效果是否如他所说这么神呢，试试看吧！
14,1,14,1,活动期买的，还没用，希望有效
-1.28,0,-1.28,0,说不好效果如何，没有传说中的那么好
0,0,0,0,。
25,2,25,2,有淡淡的怡人药味，期待效果
-6,-1,-6,-1,包装已经被拆几十块的东西懒得换了
-5,0,-5,0,物流速度都让我忘了，我买了这东西。
0,0,0,0,闻起来有中药的味道 应该可以
13.4,1,13.4,1,比较浓郁的中药味，今早首次使用，感觉不错，会继续使用继续购买
0,0,0,0,1334567899
3,0,3,0,刚到手效果还要用了以后再评
0,0,0,0,没有用呢，等用了再说。。。。。。。。。。。。
12,1,6,1,第二次买了。效果不错的
30.34,3,15.17,2,包装精美，有点药味，冲完凉感觉很干净，效果很好！用完会再次购买！
5.6,1,5.6,1,第二次买了，很好用。
12.1,1,6.05,1,后背上都是痘痘，所以买了这个， 闻起开的确是药皂的味道！ 期待使用后的效果！
8.8,1,8.8,1,还没使用，主要是用来洗脸的，相信这个牌子的东西！
9,1,9,1,不错
12.8,1,12.8,1,泡沫细腻光滑，有点中药香
24,2,24,2,优惠购买，很值，质量不错，推荐购买
0,0,0,0,用的还可以
-4,0,-4,0,还没开始用，不知道效果怎么样。
27.2,3,13.6,1,特别好，我很喜欢。发货挺快
3.52,0,3.52,0,还没用不知道好不好
0,0,0,0,不咋的
9.6,1,9.6,1,感觉还行吧，味道有点特别。
29.2,3,14.6,1,好评。除菌效果好，洗澡后很舒服。
0,0,0,0,还没拆，送货太慢
6,1,6,1,感觉还行。
-4,0,-1.33,0,东西看着挺正规，还没开始用，效呆待评价。这两次圆通包装总是被损，因里面的物品尚好，就不愿意退货。嫌麻烦，但还是希望物流注意。
16,2,16,2,用啦，挺好，物流快，服务好
0,0,0,0,还没有用，用了再说
13,1,6.5,1,还没用过呢?先个好评吧  速度挺快的
6.6,1,6.6,1,感觉挺好！
12,1,12,1,用着感觉好清凉
4.4,0,4.4,0,用了两天感觉还是可以的、就是快递速度太慢！
1.4,0,1.4,0,使用中，效果还不知道
18.5,2,4.62,0,包装很精致，有一股人参香味！刚刚用，因为是中药成分所以效果没那么立竿见影！用用看吧！再追加评论
17,2,17,2,使用中，期待好效果。
0,0,0,0,还好吧？
0,0,0,0,！！！！！！！！！！？？？？
11.4,1,11.4,1,就用了一次，效果还不知道了，只有多用几次才能在评价，我也是抱着试一试的心态买的，等再用几次感觉好我再评。
0,0,0,0,不怎样………………………………
11,1,11,1,香皂比较小，好像效果也不是很明显
4,0,4,0,挺好用
0,0,0,0,刚开始用。。到时候再追评
-13.6,-1,-13.6,-1,昨天就收到货了，不过没有用呢，不知道到时候效果好不好，用了之后再来评价
0,0,0,0,就为了你发的EMS也必须得差评     苦苦等了一星期   而且包装盒写的还是女士皂
13,1,13,1,挺好的，用了两次觉得有效果
9,1,9,1,有两天感觉还不错
17,2,17,2,洗脸清爽，不紧绷，还在体验中，刚使用几天，有效果再来点评。
11,1,11,1,有股药儿味儿，感觉还可以，期待效果
8,1,2.67,0,哈哈……还可以……还没有用。
0,0,0,0,浓浓的中药味，感觉包装和看见的不一样
-6.15,-1,-6.15,-1,不太喜欢这个味道
0,0,0,0,2016/3/14
16.52,2,16.52,2,确实很好用，感觉就洗的很干净～活动价买的，很划算
0,0,0,0,正在使用中！味儿有点大
28,3,14,1,货收到了，还没有用，闻到味道挺好闻的。希望有效果期待。
13.24,1,13.24,1,香味可以效果不知道好像不行
6.5,1,6.5,1,还没用过，不过相信那么贵的东西应该好用，用了再来追评
8,1,8,1,相信京东，，，，，，，，，，
24.64,2,12.32,1,确实有效！洗后清清爽爽不干燥，有料啊。
0,0,0,0,用了一天感觉还好吧?
0,0,0,0,刚开始用，主要是给孩子用的
11,1,11,1,一股中药的味道，期待效果，用一段时间还会来追加的
-4,0,-4,0,刚收到，没有试用，还不知道效果怎么样。
12.3,1,12.3,1,包装不错，还没用不知效果怎样
22,2,11,1,很喜欢这个味道，用了确实不错。点?
-4,0,-4,0,还没有用，不知道效果怎么样。
0.72,0,0.72,0,用起来还好，感觉没有描述上面说的那么好
15.4,2,15.4,2,还没有，包装很精致
4,0,4,0,好用……………………
0,0,0,0,还没用，不过药味还是挺重的，，，，，，
9,1,9,1,还不错，活动价买的
12.4,1,12.4,1,快递依旧很给力，东西质量也可以。
17,2,17,2,看起来感觉不错，我喜欢
13.32,1,13.32,1,还行，就是不知道有没有效果，先用着，有效果在追评，不过味就是有点太呛，
19.5,2,19.5,2,第一次用，用后皮肤光滑，期待有效果！！！！
5,0,5,0,特价买的还没用，有点草药的味道，但不难闻。
0,0,0,0,1
17.2,2,17.2,2,还行，使用中，洗澡用了很舒服，
33.6,3,33.6,3,很好，很舒服，希望有效果
9,1,9,1,味道也不错
72,3,72,3,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
0,0,0,0,没感觉出来?
15,1,7.5,1,还行。。不错。。。。。。。。。
9,1,9,1,质量不错，用了很起作用！
15.9,2,7.95,1,还没用，习惯好评！好再评
1.71,0,1.71,0,挺好，味道不是很好闻
26.6,3,26.6,3,没有用还，很是精致的香皂
-4.29,0,-4.29,0,还没用，不味道很好闻
-2.64,0,-2.64,0,用了一段时间  感觉没什么效果！
9,1,9,1,挺不错的
0,0,0,0,没用过，试试。
3,0,3,0,一般，洗了好的话在买，还在试用阶段
0,0,0,0,还没用，闻起来很植物啊
2,0,2,0,第一次用，不知道效果如何，用了好再追
7,1,7,1,用后感觉一身轻松
28.6,3,14.3,1,东西还好 这里特别说一下快递太**二了，到北京三天才**的给我送货，头一天是有发未到、第二天是说我手机打不通，第三天终于到了。我很想知道第二天怎么会打不通。
7.8,1,7.8,1,产品太好了正品
6,1,6,1,效果不错 就是外观差了点儿
-3,0,-1,0,使用中；有点贵。用以后再加评论。
7.8,1,7.8,1,没什么刺激，效果还得用一段时间看，体积不大，一块不知能用多长时间
16.4,2,16.4,2,宝贝很好，下次还会光顾的。
15.7,2,15.7,2,好用，绝对好评
12,1,12,1,物超所值
-8,-1,-8,-1,加了中药后价格不便宜，洗澡除螨皮肤会好的。。。
8.4,1,8.4,1,活动期间购买性价比很高、产品很好
20.8,2,20.8,2,刚刚收到，打开认真看了一下，觉得挺好的从做工到药效都不错，只是气味有些闻不惯。
4.4,0,4.4,0,好用！！！！！！！！！！！！！
-0.72,0,-0.36,0,物流真心差劲?，客服回复也很不给力，东西大小也有区别，好小的一块，不多说，看图。
36,3,36,3,好好好好好好
51.8,3,51.8,3,还没有用，但感觉挺精致的，闻气味药香味特浓，支持季德胜先生为人类做出一生的贡献，他品牌的蛇药映像特别有效，好感！
8,1,8,1,期待中。
0,0,0,0,！！！！！！！！！！！！？？
18.26,2,18.26,2,第一次购买，希望效果如产品描述和广告宣传中的那么好！！
0,0,0,0,。。。。。。。。。。。。。。。
18,2,18,2,不错不错
3,0,3,0,效果要慢慢看吧
6,1,6,1,好
-2,0,-2,0,植物气味较大
23,2,23,2,还不错，你值得拥有
9.24,1,9.24,1,很好！！！
0,0,0,0,未使用先评价
9.16,1,4.58,0,感觉还不错，就是气味有点大。确实有点效果
22,2,22,2,有淡淡的中药味，不过味道还是蛮好的，希望有效果
29,3,29,3,好好好，有机会下次再来，谢谢。
22,2,22,2,包装挺好，还没使用，希望不错。
0,0,0,0,送货上门
-1,0,-1,0,效果一般般
-11.86,-1,-1.48,0,我都不知道说什么了！快递了四天不说，买了三个还就给了一个肥皂盒！你是要扣死吗？第一次见这样的！客服也没有人！没有最差，只有更差！这个跟朵拉朵拉一块买的，跟人家直接没法比！谁是托谁王八
4,0,4,0,ok
0,0,0,0,收到了，还没用
-1.29,0,-1.29,0,效果不是很好
4.8,0,4.8,0,用了之后来评介，确实好用，满分
14,1,14,1,好香～～～～～
0,0,0,0,2016/3/14
10,1,10,1,还没用  包装精美 送了放皂的 下次还会来的！
5.5,1,2.75,0,包装实在不行，纸箱太烂了，送货员态度好，打开看了没有损坏商品，所以我才签收的，不然我不会签收。希望包装好点。
2,0,2,0,还行，就是不耐用
6,1,6,1,好。。。。。。。。。
90,3,90,3,好好好好好好好好好好好好好好好
9,1,9,1,用起来还不错哦，收到物品好久了，才想着评论，真对不起卖家啦
11,1,11,1,可以吧，味道受得了，貌似是黄芪味道，希望管用
0,0,0,0,已经收到 还没使用
